title,year,certificate,duration,genre,rating,votes
Top Gear,(2002– ),TV-PG,53 min,"Adventure, Comedy, Reality-TV",7.9,208
Top Gear,(2002– ),TV-PG,53 min,"Adventure, Comedy, Reality-TV",8.0,215
Top Gear,(2002– ),TV-PG,54 min,"Adventure, Comedy, Reality-TV",7.9,209
Top Gear,(2002– ),TV-PG,51 min,"Adventure, Comedy, Reality-TV",8.3,242
Top Gear,(2002– ),TV-PG,42 min,"Adventure, Comedy, Reality-TV",7.8,208
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.9,212
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.1,216
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.9,218
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.9,213
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.8,198
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",8.0,229
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",8.0,200
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.8,203
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.7,198
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.9,201
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.8,202
Top Gear,(2002– ),TV-MA,60 min,"Adventure, Comedy, Reality-TV",7.8,209
Top Gear,(2002– ),TV-PG,58 min,"Adventure, Comedy, Reality-TV",7.8,204
Top Gear,(2002– ),TV-PG,58 min,"Adventure, Comedy, Reality-TV",8.2,227
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.3,227
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.8,198
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.2,6473
The Boondocks,(2005–2014),TV-MA,23 min,"Animation, Action, Comedy",9.0,559
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",7.8,3737
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.1,4164
The Boondocks,(2005–2014),TV-MA,23 min,"Animation, Action, Comedy",8.1,382
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",8.2,227
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.4,394
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,3747
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",7.6,3650
The Boondocks,(2005–2014),TV-MA,23 min,"Animation, Action, Comedy",8.3,400
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.1,3690
The Boondocks,(2005–2014),TV-MA,23 min,"Animation, Action, Comedy",8.4,385
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",7.5,328
American Experience,(1987– ),TV-PG,53 min,"Documentary, Biography, History",6.8,198
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.1,4406
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.2,5421
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.3,3493
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.7,9628
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,3528
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.1,4316
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.8,3895
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",9.2,511
Johnny Test,(2005–2014),TV-Y,21 min,"Animation, Action, Adventure",7.2,51
Johnny Test,(2005–2014),TV-Y,21 min,"Animation, Action, Adventure",7.5,49
Johnny Test,(2005–2014),TV-Y,21 min,"Animation, Action, Adventure",7.3,51
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.2,228
Avatar: The Last Airbender,(2005–2008),TV-Y7,24 min,"Animation, Action, Adventure",8.8,4218
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.8,205
Avatar: The Last Airbender,(2005–2008),TV-Y7,23 min,"Animation, Action, Adventure",7.9,4964
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.6,272
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.9,220
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.0,3889
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.4,4307
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.0,3936
Top Gear,(2002– ),TV-PG,59 min,"Adventure, Comedy, Reality-TV",7.9,201
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.6,5221
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",7.8,3871
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",8.4,5709
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.1,4461
Dexter,(2006–2013),TV-MA,58 min,"Crime, Drama, Mystery",8.6,5952
Top Gear,(2002– ),TV-PG,61 min,"Adventure, Comedy, Reality-TV",8.2,227
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.7,525
Avatar: The Last Airbender,(2005–2008),TV-Y7,24 min,"Animation, Action, Adventure",8.3,3413
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",6.9,4106
Dexter,(2006–2013),TV-MA,51 min,"Crime, Drama, Mystery",8.3,6064
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.7,3634
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.7,3702
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.0,4443
Top Gear,(2002– ),TV-14,60 min,"Adventure, Comedy, Reality-TV",8.0,218
Avatar: The Last Airbender,(2005–2008),TV-Y7,24 min,"Animation, Action, Adventure",8.9,3769
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.0,3829
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.9,6208
The Blue Planet,(2001),TV-G,48 min,Documentary,8.1,632
The Blue Planet,(2001),TV-G,49 min,Documentary,8.6,834
The Blue Planet,(2001),TV-G,49 min,Documentary,8.1,645
The Blue Planet,(2001),TV-G,49 min,Documentary,8.2,695
The Blue Planet,(2001),TV-G,49 min,Documentary,8.3,812
The Blue Planet,(2001),TV-G,48 min,Documentary,8.0,690
The Blue Planet,(2001),TV-G,49 min,Documentary,8.0,630
The Blue Planet,(2001),TV-G,49 min,Documentary,8.1,624
Johnny Test,(2005–2014),TV-Y7,21 min,"Animation, Action, Adventure",7.2,58
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.7,325
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.5,474
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.8,552
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.9,319
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.2,327
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.5,312
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",7.4,235
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.0,340
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.7,403
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.7,276
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",9.1,633
Bleach,(2004–2012),TV-14,25 min,"Animation, Action, Adventure",6.7,153
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,406
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.5,562
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.1,535
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.9,346
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,366
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.5,313
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.7,321
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",9.0,584
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,355
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.4,556
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.4,566
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.6,491
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,365
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.2,304
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",6.2,221
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",7.8,287
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.3,508
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",7.6,244
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.9,312
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.9,350
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.8,329
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.0,325
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.8,568
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.7,551
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.7,269
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",7.8,284
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.4,559
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.2,486
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.1,452
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",5.5,200
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,621
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.2,465
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.5,321
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.2,290
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.9,619
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,440
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.5,566
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.5,305
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.1,449
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.2,490
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.2,440
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.8,322
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.0,379
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.9,570
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",7.8,296
Bleach,(2004–2012),TV-14,25 min,"Animation, Action, Adventure",9.1,640
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.1,375
Bleach,(2004–2012),TV-14,26 min,"Animation, Action, Adventure",6.7,159
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.4,283
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.8,541
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",7.6,279
Dexter,(2006–2013),TV-MA,52 min,"Crime, Drama, Mystery",8.6,5605
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.9,6349
Johnny Test,(2005–2014),TV-Y,21 min,"Animation, Action, Adventure",7.5,47
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.5,5455
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",9.1,6130
Dexter,(2006–2013),TV-MA,54 min,"Crime, Drama, Mystery",9.2,6247
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,3405
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",9.6,10604
Pokémon,(1997– ),TV-Y,22 min,"Animation, Action, Adventure",6.1,105
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.0,3803
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,3960
Avatar: The Last Airbender,(2005–2008),TV-Y7,24 min,"Animation, Action, Adventure",8.1,3423
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.8,3865
Avatar: The Last Airbender,(2005–2008),TV-Y7,23 min,"Animation, Action, Adventure",7.9,3662
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.7,46
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",7.0,40
Johnny Test,(2005–2014),TV-Y,21 min,"Animation, Action, Adventure",8.1,65
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",9.1,4257
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.7,39
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",7.1,39
The Boondocks,(2005–2014),TV-MA,23 min,"Animation, Action, Comedy",7.4,271
Top Gear,(2002– ),TV-PG,52 min,"Adventure, Comedy, Reality-TV",8.4,255
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.9,221
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.4,37
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",7.5,45
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.8,33
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.6,32
Top Gear,(2002– ),TV-PG,51 min,"Adventure, Comedy, Reality-TV",8.9,508
Top Gear,(2002– ),TV-PG,58 min,"Adventure, Comedy, Reality-TV",8.0,229
American Masters,(1985– ),Not Rated,87 min,"Documentary, Biography, Music",7.6,165
Top Gear,(2002– ),TV-PG,61 min,"Adventure, Comedy, Reality-TV",8.2,230
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.3,3652
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,3734
Top Gear,(2002– ),TV-PG,61 min,"Adventure, Comedy, Reality-TV",8.4,290
The Tudors,(2007–2010),TV-MA,54 min,"Drama, History, Romance",7.4,1226
The Tudors,(2007–2010),TV-MA,53 min,"Drama, History, Romance",7.6,978
Top Gear,(2002– ),TV-PG,0,"Adventure, Comedy, Reality-TV",7.7,238
The Tudors,(2007–2010),TV-MA,50 min,"Drama, History, Romance",8.1,760
The Tudors,(2007–2010),TV-MA,51 min,"Drama, History, Romance",7.5,903
The Tudors,(2007–2010),TV-MA,54 min,"Drama, History, Romance",7.7,842
The Tudors,(2007–2010),TV-MA,51 min,"Drama, History, Romance",7.6,787
The Tudors,(2007–2010),TV-MA,53 min,"Drama, History, Romance",7.6,753
The Tudors,(2007–2010),TV-MA,53 min,"Drama, History, Romance",7.7,737
The Tudors,(2007–2010),TV-MA,52 min,"Drama, History, Romance",7.8,723
The Tudors,(2007–2010),TV-MA,47 min,"Drama, History, Romance",7.7,702
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.5,1133
BattleBots,(2015– ),TV-PG,44 min,"Action, Game-Show, Reality-TV",8.3,26
Good Girls,(2018–2021),TV-14,42 min,"Comedy, Crime, Drama",8.3,683
The Umbrella Academy,(2019–2023),TV-14,47 min,"Action, Adventure, Comedy",8.2,4357
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",7.3,1189
Blood of Zeus,(2020– ),TV-MA,27 min,"Animation, Action, Adventure",7.6,715
Blood of Zeus,(2020– ),TV-MA,31 min,"Animation, Action, Adventure",7.9,635
Blood of Zeus,(2020– ),TV-MA,27 min,"Animation, Action, Adventure",8.4,622
Blood of Zeus,(2020– ),TV-MA,31 min,"Animation, Action, Adventure",8.2,582
Blood of Zeus,(2020– ),TV-MA,25 min,"Animation, Action, Adventure",8.0,541
Blood of Zeus,(2020– ),TV-MA,32 min,"Animation, Action, Adventure",7.7,533
Blood of Zeus,(2020– ),TV-MA,34 min,"Animation, Action, Adventure",8.3,548
Blood of Zeus,(2020– ),TV-MA,37 min,"Animation, Action, Adventure",8.6,617
The Kominsky Method,(2018–2021),TV-MA,23 min,"Comedy, Drama",8.1,896
The Kominsky Method,(2018–2021),TV-MA,29 min,"Comedy, Drama",7.9,823
The Kominsky Method,(2018–2021),TV-MA,25 min,"Comedy, Drama",8.0,796
The Worst Witch,(2017– ),TV-Y7,28 min,"Family, Fantasy",8.1,32
The Worst Witch,(2017– ),TV-Y7,0,"Family, Fantasy",8.6,32
The Letter for the King,(2020),TV-PG,51 min,"Action, Adventure, Family",6.9,269
The Letter for the King,(2020),TV-PG,40 min,"Action, Adventure, Family",6.8,236
The Letter for the King,(2020),TV-PG,46 min,"Action, Adventure, Family",7.0,250
The Letter for the King,(2020),TV-PG,49 min,"Action, Adventure, Family",5.9,287
The Kominsky Method,(2018–2021),TV-MA,25 min,"Comedy, Drama",8.0,803
The Kominsky Method,(2018–2021),TV-MA,25 min,"Comedy, Drama",8.2,807
The Kominsky Method,(2018–2021),TV-MA,21 min,"Comedy, Drama",8.0,764
The Kominsky Method,(2018–2021),TV-MA,26 min,"Comedy, Drama",8.0,835
The Umbrella Academy,(2019–2023),TV-14,48 min,"Action, Adventure, Comedy",8.0,3879
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.2,647
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,21 min,Reality-TV,7.8,52
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.5,51
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,21 min,Reality-TV,7.2,47
Bordertown,(2016–2020),TV-MA,61 min,"Crime, Drama, Mystery",7.7,221
Elite,(2018– ),TV-MA,48 min,"Crime, Drama, Thriller",7.8,1254
Elite,(2018– ),TV-MA,51 min,"Crime, Drama, Thriller",9.0,1938
You vs. Wild,(2019),TV-PG,14 min,"Adventure, Reality-TV",6.5,228
You vs. Wild,(2019),TV-PG,20 min,"Adventure, Reality-TV",6.6,173
You vs. Wild,(2019),TV-PG,26 min,"Adventure, Reality-TV",6.9,130
You vs. Wild,(2019),TV-PG,0,"Adventure, Reality-TV",7.1,103
You vs. Wild,(2019),TV-PG,0,"Adventure, Reality-TV",7.0,102
You vs. Wild,(2019),TV-PG,0,"Adventure, Reality-TV",7.2,96
You vs. Wild,(2019),TV-PG,0,"Adventure, Reality-TV",6.9,99
You vs. Wild,(2019),TV-PG,0,"Adventure, Reality-TV",7.1,90
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.7,13
Grace and Frankie,(2015–2022),TV-MA,30 min,Comedy,7.8,401
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",8.2,1252
The Last Kingdom,(2015–2022),TV-MA,56 min,"Action, Drama, History",8.3,2793
Hi Score Girl,(2018–2019),TV-PG,25 min,"Animation, Comedy, Romance",8.1,60
Hi Score Girl,(2018–2019),TV-PG,25 min,"Animation, Comedy, Romance",7.9,57
Hi Score Girl,(2018–2019),TV-PG,25 min,"Animation, Comedy, Romance",8.3,60
The Queen's Gambit,(2020),TV-MA,59 min,Drama,8.4,11011
The Queen's Gambit,(2020),TV-MA,65 min,Drama,8.7,10261
The Queen's Gambit,(2020),TV-MA,46 min,Drama,8.4,9298
The Queen's Gambit,(2020),TV-MA,49 min,Drama,8.4,9026
The Queen's Gambit,(2020),TV-MA,48 min,Drama,8.2,8746
The Queen's Gambit,(2020),TV-MA,60 min,Drama,8.4,8835
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,6.6,108
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,6.9,99
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,6.9,93
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,7.0,95
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,7.1,89
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,7.3,95
Selling Sunset,(2019– ),TV-MA,0,Reality-TV,7.2,96
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.4,761
Never Have I Ever,(2020–2023),TV-14,28 min,"Comedy, Drama",7.4,1168
Never Have I Ever,(2020–2023),TV-14,29 min,"Comedy, Drama",7.5,1037
Never Have I Ever,(2020–2023),TV-14,30 min,"Comedy, Drama",7.7,982
Never Have I Ever,(2020–2023),TV-14,22 min,"Comedy, Drama",7.6,974
Never Have I Ever,(2020–2023),TV-14,29 min,"Comedy, Drama",7.8,958
Never Have I Ever,(2020–2023),TV-14,23 min,"Comedy, Drama",8.5,1110
Never Have I Ever,(2020–2023),TV-14,24 min,"Comedy, Drama",7.6,898
Never Have I Ever,(2020–2023),TV-14,28 min,"Comedy, Drama",8.0,933
Never Have I Ever,(2020–2023),TV-14,24 min,"Comedy, Drama",8.4,974
Never Have I Ever,(2020–2023),TV-14,28 min,"Comedy, Drama",8.7,1236
The Gift,(2019–2021),TV-MA,42 min,"Drama, Fantasy, Mystery",7.6,851
The Gift,(2019–2021),TV-MA,43 min,"Drama, Fantasy, Mystery",7.6,720
The Gift,(2019–2021),TV-MA,48 min,"Drama, Fantasy, Mystery",7.8,687
The Gift,(2019–2021),TV-MA,43 min,"Drama, Fantasy, Mystery",7.5,634
The Gift,(2019–2021),TV-MA,46 min,"Drama, Fantasy, Mystery",7.4,636
The Gift,(2019–2021),TV-MA,42 min,"Drama, Fantasy, Mystery",7.7,609
The Gift,(2019–2021),TV-MA,41 min,"Drama, Fantasy, Mystery",7.5,597
The Gift,(2019–2021),TV-MA,49 min,"Drama, Fantasy, Mystery",8.1,697
Hollywood,(2020),TV-MA,44 min,"Drama, History",7.5,1762
On My Block,(2018–2021),TV-14,30 min,"Comedy, Drama",8.2,243
Good Girls,(2018–2021),TV-14,41 min,"Comedy, Crime, Drama",7.9,548
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.7,2081
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.3,1913
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.5,1895
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.4,1854
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.3,1894
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",8.4,2296
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",7.9,1915
The Flash,(2014–2023),TV-PG,42 min,"Action, Adventure, Drama",6.9,1666
Home for Christmas,(2019–2020),TV-MA,31 min,"Comedy, Drama, Romance",7.4,265
Home for Christmas,(2019–2020),TV-MA,26 min,"Comedy, Drama, Romance",7.5,245
Home for Christmas,(2019–2020),TV-MA,29 min,"Comedy, Drama, Romance",7.4,238
Home for Christmas,(2019–2020),TV-MA,27 min,"Comedy, Drama, Romance",7.5,238
Home for Christmas,(2019–2020),TV-MA,31 min,"Comedy, Drama, Romance",7.8,270
Home for Christmas,(2019–2020),TV-MA,29 min,"Comedy, Drama, Romance",7.3,292
Entertainment Tonight Canada,(2005– ),Unknown,0,"Biography, Family, News",0.0,0
Power Rangers Beast Morphers,(2019–2020),TV-Y7,0,"Action, Adventure, Comedy",8.6,45
The Order,(2019–2020),TV-MA,47 min,"Drama, Fantasy, Horror",7.1,425
The Order,(2019–2020),TV-MA,48 min,"Drama, Fantasy, Horror",7.2,387
The Order,(2019–2020),TV-MA,44 min,"Drama, Fantasy, Horror",7.4,382
The Order,(2019–2020),TV-MA,45 min,"Drama, Fantasy, Horror",7.4,378
The Order,(2019–2020),TV-MA,51 min,"Drama, Fantasy, Horror",7.2,350
The Order,(2019–2020),TV-MA,46 min,"Drama, Fantasy, Horror",7.4,352
The Order,(2019–2020),TV-MA,46 min,"Drama, Fantasy, Horror",7.3,356
The Order,(2019–2020),TV-MA,51 min,"Drama, Fantasy, Horror",7.5,379
The Order,(2019–2020),TV-MA,49 min,"Drama, Fantasy, Horror",7.3,343
The Order,(2019–2020),TV-MA,49 min,"Drama, Fantasy, Horror",7.7,425
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.5,28
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.6,29
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.4,32
Johnny Test,(2005–2014),TV-Y7,23 min,"Animation, Action, Adventure",6.8,39
Virgin River,(2019– ),TV-14,41 min,"Drama, Romance",7.9,553
On My Block,(2018–2021),TV-14,32 min,"Comedy, Drama",8.0,216
Bridgerton,(2020– ),TV-MA,58 min,"Drama, History, Romance",7.1,3074
The Hookup Plan,(2018–2022),TV-MA,0,"Comedy, Romance",6.0,55
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,908
Warrior Nun,(2020– ),TV-MA,40 min,"Action, Drama, Fantasy",7.0,997
Warrior Nun,(2020– ),TV-MA,46 min,"Action, Drama, Fantasy",7.2,944
Warrior Nun,(2020– ),TV-MA,44 min,"Action, Drama, Fantasy",7.2,897
Warrior Nun,(2020– ),TV-MA,45 min,"Action, Drama, Fantasy",7.3,887
Warrior Nun,(2020– ),TV-MA,46 min,"Action, Drama, Fantasy",7.2,902
Warrior Nun,(2020– ),TV-MA,39 min,"Action, Drama, Fantasy",7.4,862
Warrior Nun,(2020– ),TV-MA,41 min,"Action, Drama, Fantasy",7.4,853
Warrior Nun,(2020– ),TV-MA,37 min,"Action, Drama, Fantasy",7.8,902
Warrior Nun,(2020– ),TV-MA,42 min,"Action, Drama, Fantasy",7.9,1036
Power Rangers Beast Morphers,(2019–2020),TV-Y7,0,"Action, Adventure, Comedy",8.6,46
Power Rangers Beast Morphers,(2019–2020),TV-Y7,0,"Action, Adventure, Comedy",8.5,43
Power Rangers Beast Morphers,(2019–2020),TV-Y7,0,"Action, Adventure, Comedy",8.8,45
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.2,52
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.2,133
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.0,115
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.2,110
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",6.9,104
